"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"PacifiCare Behavioral Health of California, Inc.","UnitedHealth Group","$9,500","$0","$9,500","2005","20050316","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=PacifiCare+Behavioral+Health+of+California%2c+Inc.",""
"PacifiCare of California, Inc.","UnitedHealth Group","$30,000","$0","$30,000","2005","20050401","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare of California, Inc.","UnitedHealth Group","$5,000","$0","$5,000","2005","20050414","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare of California, Inc.","UnitedHealth Group","$5,000","$0","$5,000","2005","20050420","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare of California, Inc.","UnitedHealth Group","$5,000","$0","$5,000","2005","20050428","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare of California, Inc.","UnitedHealth Group","$5,000","$0","$5,000","2005","20050510","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare of California, Inc.","UnitedHealth Group","$7,500","$0","$7,500","2005","20050510","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare of California, Inc.","UnitedHealth Group","$7,500","$0","$7,500","2005","20050621","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare Behavioral Health of California, Inc.","UnitedHealth Group","$5,000","$0","$5,000","2005","20051216","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=PacifiCare+Behavioral+Health+of+California%2c+Inc.",""
"PacifiCare Behavioral Health of California, Inc.","UnitedHealth Group","$25,000","$0","$25,000","2006","20061004","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=PacifiCare+Behavioral+Health+of+California%2c+Inc.",""
"PacifiCare of California, Inc.","UnitedHealth Group","$30,000","$0","$30,000","2007","20071218","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare of California, Inc.","UnitedHealth Group","$2,000,000","$0","$2,000,000","2008","20080321","consumer-protection-related offenses","insurance violation","","Failure to prevent unfair payment patterns that delay adjudication of provider claims.","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/docs/712/1206394218863.pdf",""
"PacifiCare of California, Inc.","UnitedHealth Group","$50,000","$0","$50,000","2008","20080611","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare of California, Inc.","UnitedHealth Group","$5,000","$0","$5,000","2008","20080729","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare of California, Inc.","UnitedHealth Group","$5,000","$0","$5,000","2008","20081223","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare of California, Inc.","UnitedHealth Group","$10,000","$0","$10,000","2009","20090116","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=UHC+of+California",""
"PacifiCare Behavioral Health of California, Inc.","UnitedHealth Group","$15,000","$0","$15,000","2009","20090407","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=PacifiCare+Behavioral+Health+of+California%2c+Inc.",""
"U.S. Behavioral Health Plan, California dba OptumHealth Behavioral Solutions of CA","UnitedHealth Group","$50,000","$0","$50,000","2009","20090520","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://wpso.dmhc.ca.gov/enfactions/actionListing.aspx?OrgType=0&Org=U.S.+Behavioral+Health+Plan%2c+California",""
